monkey,date,time,test_condition,stepwise_phase,block,trial_number,trial_type,response_time,response_side,correct_or_incorrect,90_blocks_prior
Matt,2024-05-14,16:23:33,stepwise,1,1,1,1,1.026,left,1,0
